category	mir	disease	pmid	root_name	doid	icd10cm	mesh	omim	hpo	description
epigenetics	hsa-mir-124a-2	Breast Neoplasms	24375250	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Methylation of miR-124a-1, miR-124a-2, and miR-124a-3 genes correlates with aggressive and advanced breast cancer disease.
epigenetics	hsa-mir-124a-3	Breast Neoplasms	24375250	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Methylation of miR-124a-1, miR-124a-2, and miR-124a-3 genes correlates with aggressive and advanced breast cancer disease.
epigenetics	hsa-mir-125b-1	Breast Neoplasms	22277129	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	We observed a significant reduction on the expression of miR-125b1 in cancer cells in comparison with controls, suggesting that DNA methylation at the CpG island might reduce miR-125b1 expression.
epigenetics	hsa-mir-129-2	Breast Neoplasms	26519551	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	In summary, the obtained data indicate the involvement of methylation in the down-regulation of the studied coding and miRNA genes and suggest the involvement of miR-129-2 in the deregulation of RASSF1(A) via a direct interaction or/and mediators in common pathways (according to KEGG, Gene Ontology (FDR < 0.01), and GeneCards data) in the examined gynecological tumors.
epigenetics	hsa-mir-143	Breast Neoplasms	24218337	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	MicroRNA-143 is downregulated in breast cancer and regulates DNA methyltransferases 3A in breast cancer cells.
epigenetics	hsa-mir-148a	Breast Neoplasms	25980823	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Glabridin inhibits cancer stem cell-like properties of human breast cancer cells:An epigenetic regulation of miR-148a/SMAd2 signaling.
epigenetics	hsa-mir-148b	Breast Neoplasms	24257477	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Our data provide novel evidence of the mechanisms behind miRNA dysregulation in breast cancer. The study contributes to the understanding of how methylation and copy number alterations influence miRNA expression, emphasizing miRNA functionality through redundant encoding, and suggests novel miRNAs important in breast cancer.
epigenetics	hsa-mir-149	Breast Neoplasms	25156775	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Methylation-regulated miR-149 modulates chemoresistance by targeting GlcNAc N-deacetylase/N-sulfotransferase-1 in human breast cancer.
epigenetics	hsa-mir-151a	Breast Neoplasms	24257477	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Our data provide novel evidence of the mechanisms behind miRNA dysregulation in breast cancer. The study contributes to the understanding of how methylation and copy number alterations influence miRNA expression, emphasizing miRNA functionality through redundant encoding, and suggests novel miRNAs important in breast cancer.
epigenetics	hsa-mir-199a-1	Breast Neoplasms	21317930	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Axl receptor expression can be regulated by miR-34a and miR-199a/b, which are suppressed by promoter methylation in solid cancer cells
epigenetics	hsa-mir-199a-2	Breast Neoplasms	21317930	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Axl receptor expression can be regulated by miR-34a and miR-199a/b, which are suppressed by promoter methylation in solid cancer cells
epigenetics	hsa-mir-199b	Breast Neoplasms	21317930	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Axl receptor expression can be regulated by miR-34a and miR-199a/b, which are suppressed by promoter methylation in solid cancer cells
epigenetics	hsa-mir-19a	Breast Neoplasms	27445062	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	CAP treatment of MCF-7 induced hypermethylation at the promoter CpG sites and downregulation of miR-19a, which was known as an oncomiR.
epigenetics	hsa-mir-200	Breast Neoplasms	24918286	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	SUMOylation of FOXM1B alters its transcriptional activity on regulation of MiR-200 family and JNK1 in MCF7 human breast cancer cells.
epigenetics	hsa-mir-200	Breast Neoplasms	23525011	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Epigenetic modulation of the miR-200 family is associated with transition to a breast cancer stem cell-like state
epigenetics	hsa-mir-200a	Breast Neoplasms	23112837	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	the expression and methylation status of miR-200f could be used as hypothetical biomarkers to assess the occurrence of EMT in breast cancer
epigenetics	hsa-mir-200b	Breast Neoplasms	22231446	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Methylation of functional promoters of the Hsa-mir-200b is associated with metastasis or hormone receptor status in advanced breast cancer.
epigenetics	hsa-mir-200b	Breast Neoplasms	23112837	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	the expression and methylation status of miR-200f could be used as hypothetical biomarkers to assess the occurrence of EMT in breast cancer
epigenetics	hsa-mir-200c	Breast Neoplasms	24729530	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Induction of the mesenchymal to epithelial transition by demethylation- activated microRNA-200c is involved in the anti-migration/invasion effects of arsenic trioxide on human breast cancer cells.
epigenetics	hsa-mir-200c	Breast Neoplasms	23112837	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	the expression and methylation status of miR-200f could be used as hypothetical biomarkers to assess the occurrence of EMT in breast cancer
epigenetics	hsa-mir-200c	Breast Neoplasms	28724364	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Tamoxifen reverses epithelial-mesenchymal transition by demethylating miR-200c in triple-negative breast cancer cells.
epigenetics	hsa-mir-203	Breast Neoplasms	22393463	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Epigenetic Silencing of miR-203 Upregulates SNAI2 and Contributes to the Invasiveness of Malignant Breast Cancer Cells.
epigenetics	hsa-mir-21	Breast Neoplasms	24257477	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Our data provide novel evidence of the mechanisms behind miRNA dysregulation in breast cancer. The study contributes to the understanding of how methylation and copy number alterations influence miRNA expression, emphasizing miRNA functionality through redundant encoding, and suggests novel miRNAs important in breast cancer.
epigenetics	hsa-mir-218-1	Breast Neoplasms	22705304	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	miR-7 and miR-218 epigenetically control tumor suppressor genes RASSF1A and Claudin-6 by targeting HoxB3 in breast cancer.
epigenetics	hsa-mir-218-2	Breast Neoplasms	22705304	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	miR-7 and miR-218 epigenetically control tumor suppressor genes RASSF1A and Claudin-6 by targeting HoxB3 in breast cancer.
epigenetics	hsa-mir-219	Breast Neoplasms	23813567	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Aberrant DNA methylation of miR-219 promoter in long-term night shiftworkers.
epigenetics	hsa-mir-221	Breast Neoplasms	21673316	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	TRPS1 targeting by miR-221/222 promotes the epithelial-to-mesenchymal transition in breast cancer.
epigenetics	hsa-mir-27b	Breast Neoplasms	27363334	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	MiR-27b is epigenetically downregulated in tamoxifen resistant breast cancer cells
epigenetics	hsa-mir-29c	Breast Neoplasms	24297604	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Dysregulation of microRNA expression drives aberrant DNA hypermethylation in basal-like breast cancer.
epigenetics	hsa-mir-29c	Breast Neoplasms	26539832	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Molecular Subtype-Specific Expression of MicroRNA-29c in Breast Cancer Is Associated with CpG Dinucleotide Methylation of the Promoter.
epigenetics	hsa-mir-31	Breast Neoplasms	22289355	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	miR-31 and its host gene lncRNA LOC554202 are regulated by promoter hypermethylation in triple-negative breast cancer.
epigenetics	hsa-mir-320a	Breast Neoplasms	25159093	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	A methylation-based regulatory network for microRNA 320a in chemoresistant breast cancer.
epigenetics	hsa-mir-328	Breast Neoplasms	23991164	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Methylation patterns in the miR-328 5'-flanking region are involved in the inter-individual difference in BCRP levels in human placenta
epigenetics	hsa-mir-335	Breast Neoplasms	21289068	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	MicroRNA-335 inhibits tumor reinitiation and is silenced through genetic and epigenetic mechanisms in human breast cancer.
epigenetics	hsa-mir-34a	Breast Neoplasms	21225432	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Frequent concomitant inactivation of miR-34a and miR-34b/c by CpG methylation in colorectal, pancreatic, mammary, ovarian, urothelial, and renal cell carcinomas and soft tissue sarcomas.
epigenetics	hsa-mir-34a	Breast Neoplasms	21317930	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Axl receptor expression can be regulated by miR-34a and miR-199a/b, which are suppressed by promoter methylation in solid cancer cells
epigenetics	hsa-mir-34a	Breast Neoplasms	23292869	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Downregulation of miR-34a in breast tumors is not associated with either p53 mutations or promoter hypermethylation while it correlates with metastasis
epigenetics	hsa-mir-34b	Breast Neoplasms	25398683	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	long-term shiftwork may increase the risk of breast cancer via methylation-based suppression of miR-34b and a consequent reduction in immunomediated anti-tumor capacity and support our previous findings that LAN may induce epigenetic alteration of cancer-relevant microRNAs.
epigenetics	hsa-mir-34b	Breast Neoplasms	21225432	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Frequent concomitant inactivation of miR-34a and miR-34b/c by CpG methylation in colorectal, pancreatic, mammary, ovarian, urothelial, and renal cell carcinomas and soft tissue sarcomas.
epigenetics	hsa-mir-34c	Breast Neoplasms	21225432	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Frequent concomitant inactivation of miR-34a and miR-34b/c by CpG methylation in colorectal, pancreatic, mammary, ovarian, urothelial, and renal cell carcinomas and soft tissue sarcomas.
epigenetics	hsa-mir-34c	Breast Neoplasms	22074923	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	MiR-34c down-regulation via DNA methylation promotes self-renewal and epithelial-mesenchymal transition in breast tumor-initiating cells.
epigenetics	hsa-mir-375	Breast Neoplasms	20978187	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Epigenetically deregulated microRNA-375 is involved in a positive feedback loop with estrogen receptor alpha in breast cancer cells.
epigenetics	hsa-mir-7-1	Breast Neoplasms	22705304	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	miR-7 and miR-218 epigenetically control tumor suppressor genes RASSF1A and Claudin-6 by targeting HoxB3 in breast cancer.
epigenetics	hsa-mir-7-2	Breast Neoplasms	22705304	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	miR-7 and miR-218 epigenetically control tumor suppressor genes RASSF1A and Claudin-6 by targeting HoxB3 in breast cancer.
epigenetics	hsa-mir-7-3	Breast Neoplasms	22705304	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	miR-7 and miR-218 epigenetically control tumor suppressor genes RASSF1A and Claudin-6 by targeting HoxB3 in breast cancer.
epigenetics	hsa-mir-9-1	Breast Neoplasms	26519551	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	In summary, the obtained data indicate the involvement of methylation in the down-regulation of the studied coding and miRNA genes and suggest the involvement of miR-129-2 in the deregulation of RASSF1(A) via a direct interaction or/and mediators in common pathways (according to KEGG, Gene Ontology (FDR < 0.01), and GeneCards data) in the examined gynecological tumors.
epigenetics	hsa-mir-17	Bronchopulmonary Dysplasia	27694474			P27.1	D001997			our data support a plausible role for epigenetically altered miR-17/92 cluster in the pathogenesis of severe BPD
epigenetics	hsa-mir-18	Bronchopulmonary Dysplasia	27694474			P27.1	D001997			our data support a plausible role for epigenetically altered miR-17/92 cluster in the pathogenesis of severe BPD
epigenetics	hsa-mir-19a	Bronchopulmonary Dysplasia	27694474			P27.1	D001997			our data support a plausible role for epigenetically altered miR-17/92 cluster in the pathogenesis of severe BPD
epigenetics	hsa-mir-19b-1	Bronchopulmonary Dysplasia	27694474			P27.1	D001997			our data support a plausible role for epigenetically altered miR-17/92 cluster in the pathogenesis of severe BPD
epigenetics	hsa-mir-20a	Bronchopulmonary Dysplasia	27694474			P27.1	D001997			our data support a plausible role for epigenetically altered miR-17/92 cluster in the pathogenesis of severe BPD
epigenetics	hsa-mir-92-1	Bronchopulmonary Dysplasia	27694474			P27.1	D001997			our data support a plausible role for epigenetically altered miR-17/92 cluster in the pathogenesis of severe BPD
epigenetics	hsa-mir-34a	Carcinoma, Bladder	27557899	urinary system disease	DOID:4007	D09.0	D001749	109800	HP:0002862	MicroRNA epigenetic signatures in human disease.
epigenetics	hsa-mir-34c	Carcinoma, Bladder	27557899	urinary system disease	DOID:4007	D09.0	D001749	109800	HP:0002862	MicroRNA epigenetic signatures in human disease.
epigenetics	hsa-mir-107	Carcinoma, Breast	27830681			D05	D001943	114480	HP:0003002	Novel miRNA genes hypermethylated in breast cancer.
epigenetics	hsa-mir-124	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-1258	Carcinoma, Breast	27830681			D05	D001943	114480	HP:0003002	Novel miRNA genes hypermethylated in breast cancer.
epigenetics	hsa-mir-125b	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-127	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-130b	Carcinoma, Breast	27830681			D05	D001943	114480	HP:0003002	Novel miRNA genes hypermethylated in breast cancer.
epigenetics	hsa-mir-132	Carcinoma, Breast	27830681			D05	D001943	114480	HP:0003002	Novel miRNA genes hypermethylated in breast cancer.
epigenetics	hsa-mir-132	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-137	Carcinoma, Breast	27830681			D05	D001943	114480	HP:0003002	Novel miRNA genes hypermethylated in breast cancer.
epigenetics	hsa-mir-137	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-148a	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-152	Carcinoma, Breast	27475839			D05	D001943	114480	HP:0003002	DNA methylation and not H3K4 trimethylation dictates the expression status of miR-152 gene which inhibits migration of breast cancer cells via DNMT1/CDH1 loop.
epigenetics	hsa-mir-191	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-193a	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-200c	Carcinoma, Breast	27717206			D05	D001943	114480	HP:0003002	Epigenetic silencing of miR-200c in breast cancer is associated with aggressiveness and is modulated by ZEB1.
epigenetics	hsa-mir-203	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-212	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-34b	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-375	Carcinoma, Breast	24571711			D05	D001943	114480	HP:0003002	Epigenetic silencing of miR-375 causes the upregulation of IGF1R,which at least partially underlies trastuzumab resistance of breast cancer cells.Our study has implications for miR-375 as a potential target in combination with trastuzumab for treating HER2-positive breast cancers.
epigenetics	hsa-mir-375	Carcinoma, Breast	27466996			D05	D001943	114480	HP:0003002	MiR-375 is downregulated in MCF-7/ADM and MCF-7/PTX cells, and its downregulation is a result of promoter methylation.
epigenetics	hsa-mir-375	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-mir-9	Carcinoma, Breast	27998789			D05	D001943	114480	HP:0003002	DNA methylation contributes to deregulation of 12 cancer-associated microRNAs and breast cancer progression.
epigenetics	hsa-let-7b	Carcinoma, Colon	27525719	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	G9a binds with and stabilizes RelB, thereby recruiting DNA methyltransferase 3 on the Let-7b promoter and repressing its expression.
epigenetics	hsa-mir-155	Carcinoma, Colon	25502084	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	miR-200c/141 was downregulated by CpG island methylation and TGF-β signaling, which decreased ZEB1/2 expression and increased E-cadherin expression to inhibit migration and invasion of gastric cancer cells and provides powerful evidence for the application of decitabine in gastric cancer treatment.
epigenetics	hsa-mir-203	Carcinoma, Endometrial	24530564	reproductive system disease	DOID:2871	D07.0	D016889	608089	HP:0012114	Hypermethylation of miR-203 is a frequent event in endometrial carcinomas and is strongly associated with microsatellite instability and MLH1 methylation status. Thus, miR-203 methylation level might represent a marker for patients with endometrioid and clear endometrial sub-cancers.
epigenetics	hsa-mir-200	Carcinoma, Endometrioid Endometrial	28088687			C54.1	D018269			Whole-Genome DNA Methylation Profiling Identifies Epigenetic Signatures of Uterine Carcinosarcoma.
epigenetics	hsa-mir-218	Carcinoma, Esophageal	26610476	disease of cellular proliferation	DOID:1107	C15.9	D004938	133239	HP:0011459	In conclusion, our results support that aberrant CpG hypermethylation at least partly accounts for miR-218 silencing in ESCC, which impairs its tumor-suppressive function.
epigenetics	hsa-mir-490	Carcinoma, Gastric	25503559	disease of cellular proliferation	DOID:5517	C16.9	D013274		HP:0012126	hypermethylation-mediated silencing of miR-490-3p reactivates SMARCD1 to confer malignant phenotypes, mechanistically linking H. pylori, chromatin remodeling, and gastric carcinogenesis.
epigenetics	hsa-let-7c	Carcinoma, Hepatocellular	22370893	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Enhancer of zeste homolog 2 (EZH2) epigenetically silences multiple tumor suppressor miRNAs (miR-139-5p, miR-125b, miR-101, let-7c, and miR-200b) to promote liver cancer metastasis.
epigenetics	hsa-mir-101-1	Carcinoma, Hepatocellular	22370893	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Enhancer of zeste homolog 2 (EZH2) epigenetically silences multiple tumor suppressor miRNAs (miR-139-5p, miR-125b, miR-101, let-7c, and miR-200b) to promote liver cancer metastasis.
epigenetics	hsa-mir-106b	Carcinoma, Hepatocellular	25424171	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	DNA methylation plays an important and complex role in the regulation of miRNA expression in HCC, which may provide insights into the pathogenesis of HCC and thus may be used for diagnosis and intervention.
epigenetics	hsa-mir-122	Carcinoma, Hepatocellular	24085423	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	The expression of miRNA-122 is regulated by DNA methylation and correlated with apoptosis of liver cancer cells. Methylation regulation of miRNA-122 expression might be involved in the development of hepatocellular carcinoma.
epigenetics	hsa-mir-124-1	Carcinoma, Hepatocellular	19843643	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	miR-124:miR-124 and miR-203 are epigenetically silenced tumor-suppressive microRNAs in hepatocellular carcinoma.
epigenetics	hsa-mir-124-2	Carcinoma, Hepatocellular	19843643	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	miR-124:miR-124 and miR-203 are epigenetically silenced tumor-suppressive microRNAs in hepatocellular carcinoma.
epigenetics	hsa-mir-124-3	Carcinoma, Hepatocellular	19843643	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	miR-124:miR-124 and miR-203 are epigenetically silenced tumor-suppressive microRNAs in hepatocellular carcinoma.
epigenetics	hsa-mir-125b-1	Carcinoma, Hepatocellular	22370893	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Enhancer of zeste homolog 2 (EZH2) epigenetically silences multiple tumor suppressor miRNAs (miR-139-5p, miR-125b, miR-101, let-7c, and miR-200b) to promote liver cancer metastasis.
epigenetics	hsa-mir-125b-2	Carcinoma, Hepatocellular	22370893	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Enhancer of zeste homolog 2 (EZH2) epigenetically silences multiple tumor suppressor miRNAs (miR-139-5p, miR-125b, miR-101, let-7c, and miR-200b) to promote liver cancer metastasis.
epigenetics	hsa-mir-126	Carcinoma, Hepatocellular	27774652	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	METTL14 suppresses the metastatic potential of hepatocellular carcinoma by modulating N6 -methyladenosine-dependent primary MicroRNA processing.
epigenetics	hsa-mir-129-1	Carcinoma, Hepatocellular	23580407	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Frequent DNA methylation of MiR-129-2 and its potential clinical implication in hepatocellular carcinoma
epigenetics	hsa-mir-129-2	Carcinoma, Hepatocellular	23402613	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Methylation-mediated repression of microRNA 129-2 enhances oncogenic SOX4 expression in HCC
epigenetics	hsa-mir-129-2	Carcinoma, Hepatocellular	23580407	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Frequent DNA methylation of MiR-129-2 and its potential clinical implication in hepatocellular carcinoma
epigenetics	hsa-mir-139	Carcinoma, Hepatocellular	22370893	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Enhancer of zeste homolog 2 (EZH2) epigenetically silences multiple tumor suppressor miRNAs (miR-139-5p, miR-125b, miR-101, let-7c, and miR-200b) to promote liver cancer metastasis.
epigenetics	hsa-mir-142	Carcinoma, Hepatocellular	28963738	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Loss-of-function of miR-142 by hypermethylation promotes TGF-β-mediated tumour growth and metastasis in hepatocellular carcinoma.
epigenetics	hsa-mir-148a	Carcinoma, Hepatocellular	24714841	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	MicroRNA-148a is silenced by hypermethylation and interacts with DNA methyltransferase 1 in hepatocellular carcinogenesis.
epigenetics	hsa-mir-148a	Carcinoma, Hepatocellular	25424171	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	DNA methylation plays an important and complex role in the regulation of miRNA expression in HCC, which may provide insights into the pathogenesis of HCC and thus may be used for diagnosis and intervention.
epigenetics	hsa-mir-152	Carcinoma, Hepatocellular	20578129	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	microRNA-152:a tumor-suppressive role of miR-152 in the epigenetic aberration of HBV-related HCC
