category	mir	disease	pmid	root_name	doid	icd10cm	mesh	omim	hpo	description
lncRNA target	hsa-let-7a-2	Breast Neoplasms	22808086	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Lin28 Mediates Paclitaxel Resistance by Modulating p21, Rb and Let-7a miRNA in Breast Cancer Cells.
lncRNA target	hsa-let-7a-3	Breast Neoplasms	22081076	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	LIN28: A regulator of tumor-suppressing activity of let-7 microRNA in human breast cancer.
lncRNA target	hsa-let-7a-3	Breast Neoplasms	22808086	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	Lin28 Mediates Paclitaxel Resistance by Modulating p21, Rb and Let-7a miRNA in Breast Cancer Cells.
lncRNA target	hsa-let-7c	Breast Neoplasms	22081076	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	LIN28: A regulator of tumor-suppressing activity of let-7 microRNA in human breast cancer.
lncRNA target	hsa-let-7d	Breast Neoplasms	22081076	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	LIN28: A regulator of tumor-suppressing activity of let-7 microRNA in human breast cancer.
lncRNA target	hsa-let-7f-1	Breast Neoplasms	22081076	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	LIN28: A regulator of tumor-suppressing activity of let-7 microRNA in human breast cancer.
lncRNA target	hsa-let-7f-2	Breast Neoplasms	22081076	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	LIN28: A regulator of tumor-suppressing activity of let-7 microRNA in human breast cancer.
lncRNA target	hsa-mir-19b	Breast Neoplasms	28731027	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	PTENP1 acts as a ceRNA to regulate PTEN by sponging miR-19b and explores the biological role of PTENP1 in breast cancer
lncRNA target	hsa-mir-34a	Breast Neoplasms	29037220	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	circGFRA1 and GFRA1 act as ceRNAs in triple negative breast cancer by regulating miR-34a.
lncRNA target	hsa-mir-9	Breast Neoplasms	28053623	thoracic disease	DOID:1612	C50	D001943	114480	HP:0100013	LncRNA Taurine-Upregulated Gene 1 Promotes Cell Proliferation by Inhibiting MicroRNA-9 in MCF-7 Cells.
lncRNA target	hsa-mir-101	Carcinoma, Bladder	27998761	urinary system disease	DOID:4007	D09.0	D001749	109800	HP:0002862	LncRNA SPRY4-IT1 sponges miR-101-3p to promote proliferation and metastasis of bladder cancer cells through up-regulating EZH2.
lncRNA target	hsa-mir-196a	Carcinoma, Bladder	27591936	urinary system disease	DOID:4007	D09.0	D001749	109800	HP:0002862	Long non-coding RNA UCA1 promotes cisplatin/gemcitabine resistance through CREB modulating miR-196a-5p in bladder cancer cells.
lncRNA target	hsa-mir-197	Carcinoma, Bladder	27631965	urinary system disease	DOID:4007	D09.0	D001749	109800	HP:0002862	LINC00312 inhibits the migration and invasion of bladder cancer cells by targeting miR-197-3p.
lncRNA target	hsa-mir-300	Carcinoma, Bladder	28178615	urinary system disease	DOID:4007	D09.0	D001749	109800	HP:0002862	Long non-coding RNA TUG1 promotes cell proliferation and metastasis by negatively regulating miR-300 in gallbladder carcinoma.
lncRNA target	hsa-mir-101	Carcinoma, Breast	28034643			D05	D001943	114480	HP:0003002	The long non-coding RNA NEAT1 interacted with miR-101 modulates breast cancer growth by targeting EZH2.
lncRNA target	hsa-mir-18a	Carcinoma, Breast	27629141			D05	D001943	114480	HP:0003002	Long non-coding RNA UCA1 enhances tamoxifen resistance in breast cancer cells through a miR-18a-HIF1α feedback regulatory loop.
lncRNA target	hsa-mir-200	Carcinoma, Breast	28187158			D05	D001943	114480	HP:0003002	Role of the long non-coding RNA PVT1 in the dysregulation of the ceRNA-ceRNA network in human breast cancer.
lncRNA target	hsa-mir-205	Carcinoma, Breast	28063065			D05	D001943	114480	HP:0003002	Effects of long noncoding RNA-ROR on tamoxifen resistance of breast cancer cells by regulating microRNA-205.
lncRNA target	hsa-mir-148a	Carcinoma, Cervical	27574106	disease of cellular proliferation	DOID:2893	D06.9	D002583	603956	HP:0030159	Long non-coding RNA HOTAIR modulates HLA-G expression by absorbing miR-148a in human cervical cancer.
lncRNA target	hsa-mir-196a	Carcinoma, Cervical	28671039	disease of cellular proliferation	DOID:2893	D06.9	D002583	603956	HP:0030159	LncRNA GAS5 suppresses the tumorigenesis of cervical cancer by downregulating miR-196a and miR-205.
lncRNA target	hsa-mir-205	Carcinoma, Cervical	28671039	disease of cellular proliferation	DOID:2893	D06.9	D002583	603956	HP:0030159	LncRNA GAS5 suppresses the tumorigenesis of cervical cancer by downregulating miR-196a and miR-205.
lncRNA target	hsa-mir-100	Carcinoma, Colon	28130225	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	Cellular Model of Colon Cancer Progression Reveals Signatures of mRNAs, miRNA, lncRNAs, and Epigenetic Modifications Associated with Metastasis.
lncRNA target	hsa-mir-101	Carcinoma, Colon	28720069	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	Long non-coding RNA SPRY4-IT1 promotes proliferation and invasion by acting as a ceRNA of miR-101-3p in colorectal cancer cells.
lncRNA target	hsa-mir-125b	Carcinoma, Colon	28130225	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	Cellular Model of Colon Cancer Progression Reveals Signatures of mRNAs, miRNA, lncRNAs, and Epigenetic Modifications Associated with Metastasis.
lncRNA target	hsa-mir-138	Carcinoma, Colon	28358427	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	H19 promotes the migration and invasion of colon cancer by sponging miR-138 to upregulate the expression of HMGA1.
lncRNA target	hsa-mir-193a	Carcinoma, Colon	27633443	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	the involvement of competing endogenous RNAs mechanism in Linc00152/miR-193a-3p/ERBB4/AKT signaling axis may provide a novel choice in the investigation of drug resistance
lncRNA target	hsa-mir-211	Carcinoma, Colon	28214867	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	The Novel Long Noncoding RNA TUSC7 Inhibits Proliferation by Sponging MiR-211 in Colorectal Cancer.
lncRNA target	hsa-mir-217	Carcinoma, Colon	28472810	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	The Long Non-Coding RNA CRNDE Promotes Colorectal Carcinoma Progression by Competitively Binding miR-217 with TCF7L2 and Enhancing the Wnt/β-Catenin Signaling Pathway.
lncRNA target	hsa-mir-24	Carcinoma, Colon	28306719	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	Chromosome 19q13 disruption alters expressions of CYP2A7, MIA and MIA-RAB4B lncRNA and contributes to FAP-like phenotype in APC mutation-negative familial colorectal cancer patients.
lncRNA target	hsa-mir-490	Carcinoma, Colon	28381168	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	Long non-coding RNA colon cancer-associated transcript 1 functions as a competing endogenous RNA to regulate cyclin-dependent kinase 1 expression by sponging miR-490-3p in hepatocellular carcinoma progression.
lncRNA target	hsa-mir-99a	Carcinoma, Colon	28130225	gastrointestinal system disease	DOID:1520	D01.0	C028885		HP:0003003	Cellular Model of Colon Cancer Progression Reveals Signatures of mRNAs, miRNA, lncRNAs, and Epigenetic Modifications Associated with Metastasis.
lncRNA target	hsa-mir-103	Carcinoma, Endometrial	26511107	reproductive system disease	DOID:2871	D07.0	D016889	608089	HP:0012114	In summary, we demonstrate that GAS5 acts as an tumor suppressor lncRNA in endometrial cancer. Through inhibiting the expression of miR-103, GAS5 significantly enhanced the expression of PTEN to promote cancer cell apoptosis,and, thus, could be an important mediator in the pathogenesis of endometrial cancer.
lncRNA target	hsa-mir-23b	Carcinoma, Endometrial	28653877	reproductive system disease	DOID:2871	D07.0	D016889	608089	HP:0012114	Long non-coding RNA tumor suppressor candidate 7 advances chemotherapy sensitivity of endometrial carcinoma through targeted silencing of miR-23b.
lncRNA target	hsa-mir-200c	Carcinoma, Endometrioid Endometrial	27693631			C54.1	D018269			Disrupting MALAT1/miR-200c sponge decreases invasion and migration in endometrioid endometrial carcinoma.
lncRNA target	hsa-mir-204	Carcinoma, Esophageal	27667646	disease of cellular proliferation	DOID:1107	C15.9	D004938	133239	HP:0011459	lncRNA-UCA1 enhances cell proliferation through functioning as a ceRNA of Sox4 in esophageal cancer.
lncRNA target	hsa-mir-9	Carcinoma, Esophageal	28539329	disease of cellular proliferation	DOID:1107	C15.9	D004938	133239	HP:0011459	Aberrant Methylation-Mediated Silencing of lncRNA MEG3 Functions as a ceRNA in Esophageal Cancer.
lncRNA target	hsa-mir-194	Carcinoma, Gallbladder	26803515	disease of cellular proliferation	DOID:4948	C23	D005706			overexpression of H19 in GBC-SD cells downregulated miR-194-5p and markedly increased AKT2 expression, and miR-194-5p mimic reversed these effects.
lncRNA target	hsa-mir-26a	Carcinoma, Gallbladder	27345740	disease of cellular proliferation	DOID:4948	C23	D005706			Upregulation of MINCR and enhancer of zeste homolog 2 (EZH2) in GBC coincided with the downregulation of miR-26a-5p in GBC.
lncRNA target	hsa-mir-1297	Carcinoma, Gastric	27651312	disease of cellular proliferation	DOID:5517	C16.9	D013274		HP:0012126	HOXA11-AS/miR-1297/EZH2 cross-talk serve as critical effectors in gastric cancer tumorigenesis and progression, suggesting new therapeutic directions in gastric cancer
lncRNA target	hsa-mir-145	Carcinoma, Gastric	28490034	disease of cellular proliferation	DOID:5517	C16.9	D013274		HP:0012126	Long Noncoding RNA CRNDE Promotes Proliferation of Gastric Cancer Cells by Targeting miR-145.
lncRNA target	hsa-mir-186	Carcinoma, Gastric	28122299	disease of cellular proliferation	DOID:5517	C16.9	D013274		HP:0012126	The long noncoding RNA PVT1 functions as a competing endogenous RNA by sponging miR-186 in gastric cancer.
lncRNA target	hsa-mir-27b	Carcinoma, Gastric	27694794	disease of cellular proliferation	DOID:5517	C16.9	D013274		HP:0012126	Long Non-Coding RNA (LncRNA) Urothelial Carcinoma Associated 1 (UCA1) Increases Multi-Drug Resistance of Gastric Cancer via Downregulating miR-27b.
lncRNA target	hsa-mir-32	Carcinoma, Gastric	27871067	disease of cellular proliferation	DOID:5517	C16.9	D013274		HP:0012126	The lncRNA SNHG5/miR-32 axis regulates gastric cancer cell proliferation and migration by targeting KLF4.
lncRNA target	hsa-mir-335	Carcinoma, Gastric	28618927	disease of cellular proliferation	DOID:5517	C16.9	D013274		HP:0012126	Long non-coding RNA MSTO2P promotes the proliferation and colony formation in gastric cancer by indirectly regulating miR-335 expression.
lncRNA target	hsa-mir-10a	Carcinoma, Hepatocellular	27002617	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA TUSC7 acts a molecular sponge for miR-10a and suppresses EMT  in hepatocellular carcinoma.
lncRNA target	hsa-mir-129	Carcinoma, Hepatocellular	28526689	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA NEAT1 promotes hepatocellular carcinoma cell proliferation through the regulation of miR-129-5p-VCP-IκB.
lncRNA target	hsa-mir-139	Carcinoma, Hepatocellular	28231734	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA XIST promotes cell growth by regulating miR-139-5p/PDK1/AKT axis in hepatocellular carcinoma.
lncRNA target	hsa-mir-140	Carcinoma, Hepatocellular	27597739	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA Unigene56159 promotes epithelial-mesenchymal transition by acting as a ceRNA of miR-140-5p in hepatocellular carcinoma cells.
lncRNA target	hsa-mir-145	Carcinoma, Hepatocellular	29559320	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA ROR promotes radioresistance in hepatocelluar carcinoma cells by acting as a ceRNA for microRNA-145 to regulate RAD18 expression
lncRNA target	hsa-mir-15a	Carcinoma, Hepatocellular	28035067	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA AK058003, as a precursor of miR-15a, interacts with HuR to inhibit the expression of γ-synuclein in hepatocellular carcinoma cells.
lncRNA target	hsa-mir-186	Carcinoma, Hepatocellular	28656879	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA PVT1 serves as a competing endogenous RNA for miR-186-5p to promote the tumorigenesis and metastasis of hepatocellular carcinoma.
lncRNA target	hsa-mir-195	Carcinoma, Hepatocellular	27932778	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Expression of Long Non-Coding RNA (lncRNA) Small Nucleolar RNA Host Gene 1 (SNHG1) Exacerbates Hepatocellular Carcinoma Through Suppressing miR-195.
lncRNA target	hsa-mir-195	Carcinoma, Hepatocellular	28722813	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Knockdown of long non-coding RNA MALAT1 inhibits growth and motility of human hepatoma cells via modulation of miR-195.
lncRNA target	hsa-mir-19a	Carcinoma, Hepatocellular	28724429	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	its pro-metastatic phenotype can partially be attributed to the HOXD-AS1/miR19a/ARHGAP11A signaling axis
lncRNA target	hsa-mir-200a	Carcinoma, Hepatocellular	28403886	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	The long non-coding RNA TP73-AS1 modulates HCC cell proliferation through miR-200a-dependent HMGB1/RAGE regulation.
lncRNA target	hsa-mir-203	Carcinoma, Hepatocellular	28271214	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long non-coding RNA UCA1 regulates the expression of Snail2 by miR-203 to promote hepatocellular carcinoma progression.
lncRNA target	hsa-mir-204	Carcinoma, Hepatocellular	28720061	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	The long non-coding RNA MALAT1 promotes the migration and invasion of hepatocellular carcinoma by sponging miR-204 and releasing SIRT1.
lncRNA target	hsa-mir-216b	Carcinoma, Hepatocellular	25760077	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Upregulated lncRNA-UCA1 contributes to progression of hepatocellular carcinoma through inhibition of miR-216b and activation of FGFR1/ERK signaling pathway.
lncRNA target	hsa-mir-372	Carcinoma, Hepatocellular	28415780	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long noncoding RNA PCAT-14 induces proliferation and invasion by hepatocellular carcinoma cells by inducing methylation of miR-372.
lncRNA target	hsa-mir-374a	Carcinoma, Hepatocellular	27065331	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Long noncoding RNA FTX inhibits hepatocellular carcinoma proliferation and metastasis by binding MCM2 and miR-374a.
lncRNA target	hsa-mir-494	Carcinoma, Hepatocellular	27689326	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	An artificial lncRNA targeting multiple miRNAs overcomes sorafenib resistance in hepatocellular carcinoma cells.
lncRNA target	hsa-mir-513c	Carcinoma, Hepatocellular	29574975	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	LncRNA FLVCR1-AS1 acts as miR-513c sponge to modulate cancer cell proliferation, migration, and invasion in hepatocellular carcinoma.
lncRNA target	hsa-mir-9	Carcinoma, Hepatocellular	28520103	disease of cellular proliferation	DOID:684	C22.0	D006528	114550	HP:0001402	Circular RNA circMTO1 acts as the sponge of microRNA-9 to suppress hepatocellular carcinoma progression.
lncRNA target	hsa-mir-200	Carcinoma, Lung	27852821	disease of cellular proliferation	DOID:3905	C34.90	D008175			MEG3 regulated the recruitment of JARID2 and EZH2 and histone H3 methylation on the regulatory regions of CDH1 and microRNA-200 family genes for transcriptional repression
lncRNA target	hsa-mir-206	Carcinoma, Lung	27906963	disease of cellular proliferation	DOID:3905	C34.90	D008175			RMRP acted as an oncogene LncRNA to promote the expression of KRAS, FMNL2 and SOX9 by inhibiting miR-206 expression in lung cancer
lncRNA target	hsa-mir-21	Carcinoma, Lung	29503447	disease of cellular proliferation	DOID:3905	C34.90	D008175			We found that LIN28B overexpression significantly increased the number of CD44+/CD326+ tumor cells, upregulated VEGF-A and miR-21 and promoted tumor angiogenesis and epithelial-to-mesenchymal transition (EMT) accompanied by enhanced AKT phosphorylation and nuclear translocation of c-MYC
lncRNA target	hsa-mir-101	Carcinoma, Lung, Non-Small-Cell	28147312			C34.90	D002289		HP:0030358	Upregulated lncRNA SNHG1 contributes to progression of non-small cell lung cancer through inhibition of miR-101-3p and activation of Wnt/β-catenin signaling pathway.
lncRNA target	hsa-mir-124	Carcinoma, Lung, Non-Small-Cell	29034803			C34.90	D002289		HP:0030358	LncRNA HOXA11-AS promotes proliferation and invasion by targeting miR-124 in human non-small cell lung cancer cells.
lncRNA target	hsa-mir-138	Carcinoma, Lung, Non-Small-Cell	28872894			C34.90	D002289		HP:0030358	Knockdown of Long Noncoding RNA Small Nucleolar RNA Host Gene 12 Inhibits Cell Growth and Induces Apoptosis by Upregulating miR-138 in Nonsmall Cell Lung Cancer.
lncRNA target	hsa-mir-186	Carcinoma, Lung, Non-Small-Cell	28448993			C34.90	D002289		HP:0030358	The Long Non-Coding RNA XIST Controls Non-Small Cell Lung Cancer Proliferation and Invasion by Modulating miR-186-5p.
lncRNA target	hsa-mir-449a	Carcinoma, Lung, Non-Small-Cell	28248928			C34.90	D002289		HP:0030358	The lncRNA XIST exhibits oncogenic properties via regulation of miR-449a and Bcl-2 in human non-small cell lung cancerThis article has been corrected since Advanced Online Publication, and an erratum is also printed in this issue.
lncRNA target	hsa-let-7a	Carcinoma, Nasopharyngeal	28117929	disease of cellular proliferation	DOID:9261	C11	C538339	607107	HP:0100630	Downregulation of lncRNA ANRIL represses tumorigenicity and enhances cisplatin-induced cytotoxicity via regulating microRNA let-7a in nasopharyngeal carcinoma.
lncRNA target	hsa-mir-134	Carcinoma, Nasopharyngeal	28728844	disease of cellular proliferation	DOID:9261	C11	C538339	607107	HP:0100630	Long non-coding RNA PCAT7 regulates ELF2 signaling through inhibition of miR-134-5p in nasopharyngeal carcinoma.
lncRNA target	hsa-mir-181a	Carcinoma, Nasopharyngeal	28358263	disease of cellular proliferation	DOID:9261	C11	C538339	607107	HP:0100630	LncRNA CCAT1 modulates the sensitivity of paclitaxel in nasopharynx cancers cells via miR-181a/CPEB2 axis.
lncRNA target	hsa-mir-204	Carcinoma, Nasopharyngeal	27020592	disease of cellular proliferation	DOID:9261	C11	C538339	607107	HP:0100630	The long non-coding RNA NEAT1 regulates epithelial to mesenchymal transition and  radioresistance in through miR-204/ZEB1 axis in nasopharyngeal carcinoma.
lncRNA target	hsa-mir-214	Carcinoma, Nasopharyngeal	28245169	disease of cellular proliferation	DOID:9261	C11	C538339	607107	HP:0100630	Long Noncoding RNA LINC0086 Functions as a Tumor Suppressor in Nasopharyngeal Carcinoma by Targeting miR-214.
lncRNA target	hsa-mir-34a	Carcinoma, Nasopharyngeal	27461945	disease of cellular proliferation	DOID:9261	C11	C538339	607107	HP:0100630	Long non-coding RNA XIST exerts oncogenic functions in human nasopharyngeal carcinoma by targeting miR-34a-5p
lncRNA target	hsa-mir-145	Carcinoma, Oral	28443494	gastrointestinal system disease	DOID:0050610					Expression profiling of long non-coding RNA identifies linc-RoR as a prognostic biomarker in oral cancer.
lncRNA target	hsa-mir-106b	Carcinoma, Ovarian	28864116	endocrine system disease	DOID:4001	C56.9	C538090	167000	HP:0025318	lncRNA PCA3 may coordinate EOC tumorigenesis through disrupting miR-106b regulated gene expression
lncRNA target	hsa-mir-373	Carcinoma, Ovarian	27484896	endocrine system disease	DOID:4001	C56.9	C538090	167000	HP:0025318	LncRNA HOTAIR controls the expression of Rab22a by sponging miR-373 in ovarian cancer.
lncRNA target	hsa-mir-124	Carcinoma, Pancreatic	27785603			C25.3	C562463	260350	HP:0002894	Linc-ROR confers gemcitabine resistance to pancreatic cancer cells via inducing autophagy and modulating the miR-124/PTBP1/PKM2 axis.
lncRNA target	hsa-mir-133	Carcinoma, Pancreatic	29772434			C25.3	C562463	260350	HP:0002894	The interaction of long non-coding RNA MIAT and miR-133 play a role in the proliferation and metastasis of pancreatic carcinoma.
lncRNA target	hsa-mir-214	Carcinoma, Pancreatic	28639886			C25.3	C562463	260350	HP:0002894	A competing endogenous RNA network identifies novel mRNA, miRNA and lncRNA markers for the prognosis of diabetic pancreatic cancer.
lncRNA target	hsa-mir-429	Carcinoma, Pancreatic	28639886			C25.3	C562463	260350	HP:0002894	A competing endogenous RNA network identifies novel mRNA, miRNA and lncRNA markers for the prognosis of diabetic pancreatic cancer.
lncRNA target	hsa-mir-506	Carcinoma, Pancreatic	27888106			C25.3	C562463	260350	HP:0002894	Long non-coding RNA NEAT1 facilitates pancreatic cancer progression through negative modulation of miR-506-3p.
lncRNA target	hsa-mir-199a	Carcinoma, Prostate	28400279	disease of cellular proliferation	DOID:10286	D07.5	D011471	176807	HP:0012125	SNHG1 lncRNA negatively regulates miR-199a-3p to enhance CDK7 expression and promote cell proliferation in prostate cancer.
lncRNA target	hsa-mir-495	Carcinoma, Renal Cell	28466784	disease of cellular proliferation	DOID:4450		D002292	144700	HP:0005584	LncRNA UCA1 promotes renal cell carcinoma proliferation through epigenetically repressing p21 expression and negatively regulating miR-495.
lncRNA target	hsa-mir-200a	Carcinoma, Renal Cell, Clear-Cell	26461224	disease of cellular proliferation	DOID:4467				HP:0006770	LncRNA MALAT1 functions as a competing endogenous RNA to regulate ZEB2 expression by sponging miR-200s in clear cell kidney carcinoma.
lncRNA target	hsa-mir-200b	Carcinoma, Renal Cell, Clear-Cell	26461224	disease of cellular proliferation	DOID:4467				HP:0006770	LncRNA MALAT1 functions as a competing endogenous RNA to regulate ZEB2 expression by sponging miR-200s in clear cell kidney carcinoma.
lncRNA target	hsa-mir-200c	Carcinoma, Renal Cell, Clear-Cell	26461224	disease of cellular proliferation	DOID:4467				HP:0006770	LncRNA MALAT1 functions as a competing endogenous RNA to regulate ZEB2 expression by sponging miR-200s in clear cell kidney carcinoma.
lncRNA target	hsa-mir-141	Carcinoma, Renal Cell, Clear-Cell	26461224	disease of cellular proliferation	DOID:4467				HP:0006770	LncRNA MALAT1 functions as a competing endogenous RNA to regulate ZEB2 expression by sponging miR-200s in clear cell kidney carcinoma.
lncRNA target	hsa-mir-429	Carcinoma, Renal Cell, Clear-Cell	26461224	disease of cellular proliferation	DOID:4467				HP:0006770	LncRNA MALAT1 functions as a competing endogenous RNA to regulate ZEB2 expression by sponging miR-200s in clear cell kidney carcinoma.
lncRNA target	hsa-mir-181a	Carcinoma, Skin	29514220	disease of cellular proliferation	DOID:3451	D04.9	D018280		HP:0008069	Long non-coding RNA CASC2 inhibits tumorigenesis via the miR-181a/PLXNC1 axis in melanoma.
lncRNA target	hsa-mir-214	Carcinoma, Thyroid	28000845	disease of cellular proliferation	DOID:3963	C73	D013964	188550	HP:0002890	Long non-coding RNA NEAT1 promotes malignant progression of thyroid carcinoma by regulating miRNA-214.
lncRNA target	hsa-mir-124	Carcinoma, Tounge	28260102							Long non-coding RNA MALAT1 interacts with miR-124 and modulates tongue cancer growth by targeting JAG1.
lncRNA target	hsa-mir-21	Cardiac Fibrosis	28526319							LncRNA GAS5 controls cardiac fibroblast activation and fibrosis by targeting miR-21 via PTEN/MMP-2 signaling pathway.
lncRNA target	hsa-mir-124	Cardiovascular Diseases [unspecific]	29042195				D002318			Circular RNA WDR77 target FGF-2 to regulate vascular smooth muscle cells proliferation and migration by sponging miR-124.
lncRNA target	hsa-let-7a	Cervical Neoplasms	27487126	disease of cellular proliferation	DOID:4362	C53.9	D002583	603956	HP:0030159	LncRNA RSU1P2 contributes to tumorigenesis by acting as a ceRNA against let-7a in cervical cancer cells.
lncRNA target	hsa-mir-145	Cervical Neoplasms	26311052	disease of cellular proliferation	DOID:4362	C53.9	D002583	603956	HP:0030159	Long non-coding RNA MALAT1 modulates radiosensitivity of HR-HPV+ cervical cancer  via sponging miR-145.
lncRNA target	hsa-mir-34a	Cervical Neoplasms	29218240	disease of cellular proliferation	DOID:4362	C53.9	D002583	603956	HP:0030159	The long noncoding RNA LINC00473, a target of microRNA 34a, promotes tumorigenesis by inhibiting ILF2 degradation in cervical cancer
lncRNA target	hsa-mir-31	Chordoma	28963737	musculoskeletal system disease	DOID:3302	C41.0	D002817	215400	HP:0010762	Long non-coding RNA LOC554202 modulates chordoma cell proliferation and invasion by recruiting EZH2 and regulating miR-31 expression.
lncRNA target	hsa-mir-204	Choriocarcinoma	28059437	disease of cellular proliferation	DOID:3594	C58	D002822		HP:0100768	Long Non-Coding RNA MALAT1 Interacts With miR-204 to Modulate Human Hilar Cholangiocarcinoma Proliferation, Migration, and Invasion by Targeting CXCR4.
lncRNA target	hsa-let-7	Colitis, Ulcerative	29621481	gastrointestinal system disease	DOID:8577	K51	D003093			H19 lncRNA bound to p53 and microRNAs that inhibit cell proliferation, including microRNA 34a and let-7; H19 lncRNA binding blocked their function, leading to increased expression of genes that promote regeneration of the epithelium
lncRNA target	hsa-mir-145	Colon Neoplasms	27071407			D12.6	D003110		HP:0100273	Knockdown of lincRNA-ROR restored the expression of miR-145, and had a significant influence on colon cancer cell proliferation, migration and invasion.
