hsa-let-7a-2	breast neoplasms	tissue
hsa-let-7a-2	carcinoma, adrenocortical	tissue
hsa-let-7a-2	carcinoma, hepatocellular	target
hsa-let-7a-2	carcinoma, hepatocellular	tissue
hsa-let-7a-2	carcinoma, renal cell	circulation
hsa-let-7a-2	cholesteatoma	tissue
hsa-let-7a-2	colon neoplasms	genetics
hsa-let-7a-2	colorectal carcinoma	genetics
hsa-let-7a-2	colorectal carcinoma	target
hsa-let-7a-2	colorectal carcinoma	tissue
hsa-let-7a-2	digestive system neoplasms	tissue
hsa-let-7a-2	endometrial neoplasms	target
hsa-let-7a-2	endometriosis	genetics
hsa-let-7a-2	esophageal neoplasms	genetics
hsa-let-7a-2	ewing sarcoma	target
hsa-let-7a-2	gastrointestinal neoplasms	target
hsa-let-7a-2	glioblastoma	tissue
hsa-let-7a-2	head and neck neoplasms	tissue
hsa-let-7a-2	heart failure	tissue
hsa-let-7a-2	hypertrophy	genetics
hsa-let-7a-2	inflammation	target
hsa-let-7a-2	lung neoplasms	circulation
hsa-let-7a-2	lung neoplasms	genetics
hsa-let-7a-2	lung neoplasms	target
hsa-let-7a-2	lupus vulgaris	circulation
hsa-let-7a-2	lymphoma, primary effusion	tissue
hsa-let-7a-2	melanoma	target
hsa-let-7a-2	mycosis fungoides	tissue
hsa-let-7a-2	myelodysplastic syndromes	circulation
hsa-let-7a-2	nasopharyngeal neoplasms	tissue
hsa-let-7a-2	ovarian neoplasms	genetics
hsa-let-7a-2	ovarian neoplasms	tissue
hsa-let-7a-2	pancreatic neoplasms	tissue
hsa-let-7a-2	periodontitis	tissue
hsa-let-7a-2	pituitary adenoma	tissue
hsa-let-7a-2	salivary gland neoplasms	tissue
hsa-let-7a-2	spinal cord injuries	tissue
hsa-let-7a-3	barrett esophagus	tissue
hsa-let-7a-3	breast neoplasms	circulation
hsa-let-7a-3	breast neoplasms	target
hsa-let-7a-3	breast neoplasms	tissue
hsa-let-7a-3	carcinoma, adrenocortical	tissue
hsa-let-7a-3	carcinoma, hepatocellular	target
hsa-let-7a-3	carcinoma, hepatocellular	tissue
hsa-let-7a-3	carcinoma, renal cell	circulation
hsa-let-7a-3	cholesteatoma	tissue
hsa-let-7a-3	colon neoplasms	genetics
hsa-let-7a-3	colorectal carcinoma	genetics
hsa-let-7a-3	colorectal carcinoma	target
hsa-let-7a-3	colorectal carcinoma	tissue
hsa-let-7a-3	digestive system neoplasms	tissue
hsa-let-7a-3	endometrial neoplasms	target
hsa-let-7a-3	endometriosis	genetics
hsa-let-7a-3	esophageal neoplasms	genetics
hsa-let-7a-3	ewing sarcoma	target
hsa-let-7a-3	gastrointestinal neoplasms	target
hsa-let-7a-3	glioblastoma	tissue
hsa-let-7a-3	head and neck neoplasms	tissue
hsa-let-7a-3	hypertrophy	genetics
hsa-let-7a-3	inflammation	target
hsa-let-7a-3	leukemia, myeloid, acute	epigenetics
hsa-let-7a-3	leukemia, promyelocytic, acute	circulation
hsa-let-7a-3	lung neoplasms	circulation
hsa-let-7a-3	lung neoplasms	genetics
hsa-let-7a-3	lung neoplasms	target
hsa-let-7a-3	lupus vulgaris	circulation
hsa-let-7a-3	lymphoma, primary effusion	tissue
hsa-let-7a-3	melanoma	target
hsa-let-7a-3	mesothelioma	target
hsa-let-7a-3	mycosis fungoides	tissue
hsa-let-7a-3	myelodysplastic syndromes	circulation
hsa-let-7a-3	nasopharyngeal neoplasms	tissue
hsa-let-7a-3	ovarian neoplasms	circulation
hsa-let-7a-3	ovarian neoplasms	genetics
hsa-let-7a-3	ovarian neoplasms	tissue
hsa-let-7a-3	pancreatic neoplasms	tissue
hsa-let-7a-3	periodontitis	tissue
hsa-let-7a-3	pituitary adenoma	tissue
hsa-let-7a-3	salivary gland neoplasms	tissue
hsa-let-7a-3	spinal cord injuries	tissue
hsa-let-7b	adenocarcinoma, lung	tissue
hsa-let-7b	amyotrophic lateral sclerosis	circulation
hsa-let-7b	atherosclerosis	circulation
hsa-let-7b	breast neoplasms	circulation
hsa-let-7b	breast neoplasms	target
hsa-let-7b	breast neoplasms	tissue
hsa-let-7b	carcinoma, adrenocortical	tissue
hsa-let-7b	carcinoma, hepatocellular	target
hsa-let-7b	carcinoma, renal cell	circulation
hsa-let-7b	carcinoma, renal cell	tissue
hsa-let-7b	carcinosarcoma	tissue
hsa-let-7b	cerebral cavernous malformations	tissue
hsa-let-7b	colon neoplasms	genetics
hsa-let-7b	crohn disease	circulation
hsa-let-7b	crohn disease	tissue
hsa-let-7b	digestive system neoplasms	tissue
hsa-let-7b	endocrine gland neoplasms	tissue
hsa-let-7b	endometrial neoplasms	target
hsa-let-7b	endometriosis	genetics
hsa-let-7b	epilepsy	target
hsa-let-7b	esophageal neoplasms	tissue
hsa-let-7b	glioma	genetics
hsa-let-7b	graves disease	circulation
hsa-let-7b	head and neck neoplasms	target
hsa-let-7b	head and neck neoplasms	tissue
hsa-let-7b	heart failure	circulation
hsa-let-7b	heart failure	tissue
hsa-let-7b	hypertension	target
hsa-let-7b	hypertrophy	genetics
hsa-let-7b	infertility	tissue
hsa-let-7b	inflammation	target
hsa-let-7b	leukemia	circulation
hsa-let-7b	leukemia, lymphoblastic, acute	circulation
hsa-let-7b	leukemia, lymphoblastic, acute	target
hsa-let-7b	leukemia, myeloid, acute	circulation
hsa-let-7b	liver neoplasms	epigenetics
hsa-let-7b	lung neoplasms	circulation
hsa-let-7b	lung neoplasms	genetics
hsa-let-7b	lung neoplasms	target
hsa-let-7b	lung neoplasms	tissue
hsa-let-7b	lymphoma, primary effusion	tissue
hsa-let-7b	macular degeneration	genetics
hsa-let-7b	melanoma	target
hsa-let-7b	melanoma	tissue
hsa-let-7b	multiple myeloma	circulation
hsa-let-7b	myelodysplastic syndromes	circulation
hsa-let-7b	myocardial infarction	circulation
hsa-let-7b	nasopharyngeal neoplasms	tissue
hsa-let-7b	obesity	tissue
hsa-let-7b	ovarian neoplasms	circulation
hsa-let-7b	ovarian neoplasms	tissue
hsa-let-7b	pancreatic neoplasms	target
hsa-let-7b	pancreatic neoplasms	tissue
hsa-let-7b	periodontitis	tissue
hsa-let-7b	pituitary neoplasms	tissue
hsa-let-7b	preeclampsia	tissue
hsa-let-7b	primary biliary cirrhosis	tissue
hsa-let-7b	prion diseases	tissue
hsa-let-7b	prostate neoplasms	circulation
hsa-let-7b	prostate neoplasms	target
hsa-let-7b	prostate neoplasms	tissue
hsa-let-7b	retinal degeneration	target
hsa-let-7b	retinoblastoma	target
hsa-let-7b	smoke inhalation injury	tissue
hsa-let-7b	stroke	circulation
hsa-let-7b	stroke, ischemic	circulation
hsa-let-7b	thyroid neoplasms	tissue
hsa-let-7c	adenocarcinoma, lung	target
hsa-let-7c	atherosclerosis	target
hsa-let-7c	breast neoplasms	circulation
hsa-let-7c	breast neoplasms	target
hsa-let-7c	breast neoplasms	tissue
hsa-let-7c	carcinoma, adrenocortical	tissue
hsa-let-7c	carcinoma, hepatocellular	epigenetics
hsa-let-7c	carcinoma, hepatocellular	target
hsa-let-7c	carcinoma, hepatocellular	tissue
hsa-let-7c	carcinoma, nasopharyngeal	tissue
hsa-let-7c	carcinoma, renal cell	circulation
hsa-let-7c	carcinoma, renal cell	tissue
hsa-let-7c	cardiomyopathy	epigenetics
hsa-let-7c	colon neoplasms	genetics
hsa-let-7c	colon neoplasms	tissue
hsa-let-7c	colorectal carcinoma	target
hsa-let-7c	digestive system neoplasms	tissue
hsa-let-7c	down syndrome	circulation
hsa-let-7c	down syndrome	tissue
hsa-let-7c	endometrial neoplasms	target
hsa-let-7c	endometriosis	genetics
hsa-let-7c	eosinophilic esophagitis	circulation
hsa-let-7c	esophageal neoplasms	tissue
hsa-let-7c	essential hypertension	genetics
hsa-let-7c	glioblastoma	target
hsa-let-7c	head and neck neoplasms	target
hsa-let-7c	head and neck neoplasms	tissue
hsa-let-7c	heart failure	genetics
hsa-let-7c	heart failure	tissue
hsa-let-7c	hepatitis b virus infection	circulation
hsa-let-7c	hepatitis b virus infection	genetics
hsa-let-7c	hypertrophy	genetics
hsa-let-7c	inflammation	target
hsa-let-7c	leiomyoma	target
hsa-let-7c	leukemia, promyelocytic, acute	circulation
hsa-let-7c	lung neoplasms	circulation
hsa-let-7c	lung neoplasms	genetics
hsa-let-7c	lung neoplasms	target
hsa-let-7c	lung neoplasms	tissue
hsa-let-7c	lymphoma, primary effusion	tissue
hsa-let-7c	melanoma	target
hsa-let-7c	multiple myeloma	circulation
hsa-let-7c	muscle atrophy	circulation
hsa-let-7c	myelodysplastic syndromes	circulation
hsa-let-7c	nasopharyngeal neoplasms	tissue
hsa-let-7c	nevus	tissue
hsa-let-7c	ovarian neoplasms	genetics
hsa-let-7c	ovarian neoplasms	tissue
hsa-let-7c	pancreatic neoplasms	tissue
hsa-let-7c	periodontitis	tissue
hsa-let-7c	pituitary neoplasms	tissue
hsa-let-7c	prostate neoplasms	circulation
hsa-let-7c	prostate neoplasms	genetics
hsa-let-7c	prostate neoplasms	target
hsa-let-7c	prostate neoplasms	tissue
hsa-let-7c	retinal degeneration	target
hsa-let-7c	retinoblastoma	tissue
hsa-let-7c	smoke inhalation injury	tissue
hsa-let-7d	amyotrophic lateral sclerosis	tissue
hsa-let-7d	asthma	tissue
hsa-let-7d	breast neoplasms	target
hsa-let-7d	breast neoplasms	tissue
hsa-let-7d	carcinoma, adrenocortical	tissue
hsa-let-7d	carcinoma, hepatocellular	target
hsa-let-7d	carcinoma, renal cell	circulation
hsa-let-7d	carcinoma, renal cell	genetics
hsa-let-7d	carcinoma, renal cell	target
hsa-let-7d	colon neoplasms	genetics
hsa-let-7d	crohn disease	target
hsa-let-7d	diabetes mellitus, type 2	target
hsa-let-7d	digestive system neoplasms	tissue
hsa-let-7d	endometrial neoplasms	target
hsa-let-7d	endometriosis	genetics
hsa-let-7d	epilepsy	circulation
hsa-let-7d	familial mediterranean fever	circulation
hsa-let-7d	glioblastoma	circulation
hsa-let-7d	glioblastoma	tissue
hsa-let-7d	head and neck neoplasms	target
hsa-let-7d	head and neck neoplasms	tissue
hsa-let-7d	heart failure	tissue
hsa-let-7d	hiv-associated lipodystrophy	tissue
hsa-let-7d	hypertrophy	genetics
hsa-let-7d	idiopathic pulmonary fibrosis	target
hsa-let-7d	inflammation	target
hsa-let-7d	leukemia, promyelocytic, acute	circulation
hsa-let-7d	lung neoplasms	circulation
hsa-let-7d	lung neoplasms	genetics
hsa-let-7d	lung neoplasms	target
hsa-let-7d	lung neoplasms	tissue
hsa-let-7d	lymphoma, primary effusion	tissue
hsa-let-7d	macular degeneration	genetics
hsa-let-7d	melanoma	circulation
hsa-let-7d	melanoma	target
hsa-let-7d	mycosis fungoides	tissue
hsa-let-7d	myelodysplastic syndromes	circulation
hsa-let-7d	nasopharyngeal neoplasms	tissue
hsa-let-7d	ovarian neoplasms	target
hsa-let-7d	ovarian neoplasms	tissue
hsa-let-7d	pancreatic neoplasms	circulation
hsa-let-7d	pancreatic neoplasms	target
hsa-let-7d	pancreatic neoplasms	tissue
hsa-let-7d	parkinson disease	target
hsa-let-7d	pituitary neoplasms	tissue
hsa-let-7d	prostate neoplasms	tissue
hsa-let-7d	retinal degeneration	target
hsa-let-7e	adenovirus infection	tissue
hsa-let-7e	asthma	tissue
hsa-let-7e	atherosclerosis	circulation
hsa-let-7e	breast neoplasms	epigenetics
hsa-let-7e	breast neoplasms	target
hsa-let-7e	breast neoplasms	tissue
hsa-let-7e	carcinoma, hepatocellular	circulation
hsa-let-7e	carcinoma, hepatocellular	genetics
hsa-let-7e	carcinoma, hepatocellular	target
hsa-let-7e	carcinoma, renal cell	circulation
hsa-let-7e	colitis, ulcerative	tissue
hsa-let-7e	colon neoplasms	genetics
hsa-let-7e	colorectal carcinoma	tissue
hsa-let-7e	crohn disease	genetics
hsa-let-7e	crohn disease	target
hsa-let-7e	digestive system neoplasms	tissue
hsa-let-7e	endometrial neoplasms	target
hsa-let-7e	endometriosis	genetics
hsa-let-7e	head and neck neoplasms	target
hsa-let-7e	head and neck neoplasms	tissue
hsa-let-7e	heart failure	tissue
hsa-let-7e	hypertension	circulation
hsa-let-7e	hypertrophy	genetics
hsa-let-7e	inflammation	target
hsa-let-7e	lung neoplasms	circulation
hsa-let-7e	lung neoplasms	genetics
hsa-let-7e	lung neoplasms	target
hsa-let-7e	lung neoplasms	tissue
hsa-let-7e	lupus vulgaris	circulation
hsa-let-7e	lymphoma, primary effusion	tissue
hsa-let-7e	melanoma	target
hsa-let-7e	multiple myeloma	target
hsa-let-7e	muscle atrophy	circulation
hsa-let-7e	myelodysplastic syndromes	circulation
hsa-let-7e	nasopharyngeal neoplasms	tissue
hsa-let-7e	ovarian neoplasms	circulation
hsa-let-7e	ovarian neoplasms	genetics
hsa-let-7e	ovarian neoplasms	tissue
hsa-let-7e	pituitary neoplasms	tissue
hsa-let-7e	retinal degeneration	target
hsa-let-7e	retinoblastoma	circulation
hsa-let-7e	stroke, ischemic	circulation
hsa-let-7e	synovial sarcoma	circulation
hsa-let-7e	synovial sarcoma	tissue
hsa-let-7e	thyroid neoplasms	circulation
hsa-let-7f	amyotrophic lateral sclerosis	tissue
hsa-let-7f	bronchopulmonary dysplasia	tissue
hsa-let-7f	carcinoma, hepatocellular	circulation
hsa-let-7f	colon neoplasms	tissue
hsa-let-7f	endometriosis	genetics
hsa-let-7f	glioma	genetics
hsa-let-7f	head and neck neoplasms	target
hsa-let-7f	irritable bowel syndrome	tissue
hsa-let-7f	ischemia	tissue
hsa-let-7f	leukemia, myeloid, acute	tissue
hsa-let-7f	lung neoplasms	circulation
hsa-let-7f	lung neoplasms	tissue
hsa-let-7f	obesity	tissue
hsa-let-7f	ovarian neoplasms	circulation
hsa-let-7f	ovarian neoplasms	tissue
hsa-let-7f	pituitary neoplasms	tissue
hsa-let-7f	retinal degeneration	target
hsa-let-7f	thyroid neoplasms	tissue
hsa-let-7f-1	breast neoplasms	target
hsa-let-7f-1	breast neoplasms	tissue
hsa-let-7f-1	carcinoma, hepatocellular	target
hsa-let-7f-1	carcinoma, renal cell	circulation
hsa-let-7f-1	colon neoplasms	genetics
hsa-let-7f-1	crohn disease	genetics
hsa-let-7f-1	digestive system neoplasms	tissue
hsa-let-7f-1	endometrial neoplasms	target
hsa-let-7f-1	endometriosis	genetics
hsa-let-7f-1	head and neck neoplasms	tissue
hsa-let-7f-1	heart failure	tissue
hsa-let-7f-1	hypertrophy	genetics
hsa-let-7f-1	inflammation	target
hsa-let-7f-1	lung neoplasms	circulation
hsa-let-7f-1	lung neoplasms	genetics
hsa-let-7f-1	lung neoplasms	target
hsa-let-7f-1	lymphoma, primary effusion	tissue
hsa-let-7f-1	medulloblastoma	target
hsa-let-7f-1	melanoma	target
hsa-let-7f-1	mesothelioma	target
hsa-let-7f-1	mycosis fungoides	tissue
hsa-let-7f-1	myelodysplastic syndromes	circulation
hsa-let-7f-1	nasopharyngeal neoplasms	tissue
hsa-let-7f-1	ovarian neoplasms	target
hsa-let-7f-1	ovarian neoplasms	tissue
hsa-let-7f-1	pancreatic neoplasms	tissue
hsa-let-7f-2	biliary tract neoplasms	tissue
hsa-let-7f-2	breast neoplasms	target
hsa-let-7f-2	breast neoplasms	tissue
hsa-let-7f-2	carcinoma, hepatocellular	target
hsa-let-7f-2	carcinoma, renal cell	circulation
hsa-let-7f-2	colon neoplasms	genetics
hsa-let-7f-2	crohn disease	genetics
hsa-let-7f-2	digestive system neoplasms	tissue
hsa-let-7f-2	endometrial neoplasms	target
hsa-let-7f-2	endometriosis	genetics
hsa-let-7f-2	head and neck neoplasms	tissue
hsa-let-7f-2	heart failure	tissue
hsa-let-7f-2	hypertrophy	genetics
hsa-let-7f-2	inflammation	target
hsa-let-7f-2	lung neoplasms	circulation
hsa-let-7f-2	lung neoplasms	genetics
hsa-let-7f-2	lung neoplasms	target
hsa-let-7f-2	lymphoma, primary effusion	tissue
hsa-let-7f-2	melanoma	target
hsa-let-7f-2	mesothelioma	target
hsa-let-7f-2	mycosis fungoides	tissue
hsa-let-7f-2	myelodysplastic syndromes	circulation
hsa-let-7f-2	nasopharyngeal neoplasms	tissue
hsa-let-7f-2	ovarian neoplasms	target
hsa-let-7f-2	ovarian neoplasms	tissue
hsa-let-7f-2	pancreatic neoplasms	tissue
hsa-let-7g	adenocarcinoma, lung	target
hsa-let-7g	amyotrophic lateral sclerosis	tissue
hsa-let-7g	atherosclerosis	target
hsa-let-7g	breast neoplasms	circulation
hsa-let-7g	breast neoplasms	target
hsa-let-7g	breast neoplasms	tissue
hsa-let-7g	carcinoma, hepatocellular	genetics
hsa-let-7g	carcinoma, hepatocellular	target
hsa-let-7g	carcinoma, hepatocellular	tissue
hsa-let-7g	carcinoma, renal cell	circulation
hsa-let-7g	colon neoplasms	circulation
hsa-let-7g	colon neoplasms	genetics
hsa-let-7g	colorectal carcinoma	circulation
hsa-let-7g	colorectal carcinoma	tissue
hsa-let-7g	diabetes mellitus, type 1	circulation
hsa-let-7g	digestive system neoplasms	tissue
hsa-let-7g	endometrial neoplasms	target
hsa-let-7g	endometriosis	genetics
hsa-let-7g	endotoxemia	tissue
hsa-let-7g	gastrointestinal neoplasms	tissue
hsa-let-7g	glioblastoma	target
hsa-let-7g	glioma	circulation
hsa-let-7g	head and neck neoplasms	target
hsa-let-7g	head and neck neoplasms	tissue
hsa-let-7g	hypertrophy	genetics
hsa-let-7g	inflammation	target
hsa-let-7g	lung neoplasms	circulation
hsa-let-7g	lung neoplasms	genetics
hsa-let-7g	lung neoplasms	target
hsa-let-7g	lung neoplasms	tissue
hsa-let-7g	lymphoma, primary effusion	tissue
hsa-let-7g	melanoma	genetics
hsa-let-7g	melanoma	target
hsa-let-7g	migraine	circulation
hsa-let-7g	multiple sclerosis	circulation
hsa-let-7g	myelodysplastic syndromes	circulation
hsa-let-7g	myocardial infarction	circulation
hsa-let-7g	nasopharyngeal neoplasms	tissue
hsa-let-7g	osteoporosis	circulation
hsa-let-7g	osteosarcoma	genetics
hsa-let-7g	ovarian neoplasms	tissue
hsa-let-7g	parkinson disease	tissue
hsa-let-7g	pituitary neoplasms	tissue
hsa-let-7g	prostate neoplasms	tissue
hsa-let-7g	rectal neoplasms	tissue
hsa-let-7g	retinal degeneration	target
hsa-let-7g	squamous cell carcinoma, head and neck	circulation
hsa-let-7g	tuberculosis, pulmonary	circulation
hsa-let-7i	amyotrophic lateral sclerosis	tissue
hsa-let-7i	biliary tract neoplasms	tissue
hsa-let-7i	breast neoplasms	target
hsa-let-7i	breast neoplasms	tissue
hsa-let-7i	carcinoma, breast	circulation
hsa-let-7i	carcinoma, hepatocellular	genetics
hsa-let-7i	carcinoma, hepatocellular	target
hsa-let-7i	carcinoma, nasopharyngeal	tissue
hsa-let-7i	carcinoma, renal cell	circulation
hsa-let-7i	carcinoma, renal cell	genetics
hsa-let-7i	cardiomyopathy, dilated	tissue
hsa-let-7i	colon neoplasms	genetics
hsa-let-7i	colorectal carcinoma	circulation
hsa-let-7i	coronary artery disease	target
hsa-let-7i	diabetic nephropathy	circulation
hsa-let-7i	digestive system neoplasms	tissue
hsa-let-7i	endometrial neoplasms	target
hsa-let-7i	endometriosis	genetics
hsa-let-7i	head and neck neoplasms	target
hsa-let-7i	head and neck neoplasms	tissue
hsa-let-7i	heart failure	circulation
hsa-let-7i	hepatoblastoma	tissue
hsa-let-7i	hypertrophy	genetics
hsa-let-7i	inflammation	target
hsa-let-7i	inflammation	tissue
hsa-let-7i	irritable bowel syndrome	tissue
hsa-let-7i	lung neoplasms	circulation
hsa-let-7i	lung neoplasms	genetics
hsa-let-7i	lung neoplasms	target
hsa-let-7i	lung neoplasms	tissue
hsa-let-7i	lymphoma, primary effusion	tissue
hsa-let-7i	melanoma	circulation
hsa-let-7i	melanoma	target
hsa-let-7i	muscle atrophy	circulation
hsa-let-7i	myelodysplastic syndromes	circulation
hsa-let-7i	nasopharyngeal neoplasms	tissue
hsa-let-7i	ovarian disease	tissue
hsa-let-7i	ovarian neoplasms	target
hsa-let-7i	ovarian neoplasms	tissue
hsa-let-7i	pancreatic neoplasms	target
hsa-let-7i	pancreatic neoplasms	tissue
hsa-let-7i	pituitary neoplasms	tissue
hsa-let-7i	prion diseases	tissue
hsa-let-7i	retinal degeneration	target
hsa-let-7i	retinoblastoma	tissue
hsa-let-7i	squamous cell carcinoma, head and neck	target
hsa-let-7i	squamous cell carcinoma, head and neck	tissue
hsa-mir-1	acute coronary syndrome	circulation
hsa-mir-1	aortic aneurysm	tissue
hsa-mir-1	aplastic anemia	circulation
hsa-mir-1	arrhythmia	circulation
hsa-mir-1	arrhythmia	target
hsa-mir-1	asthma	target
hsa-mir-1	atrial fibrillation	circulation
hsa-mir-1	atrial fibrillation	tissue
hsa-mir-1	breast neoplasms	target
hsa-mir-1	breast neoplasms	tissue
hsa-mir-1	carcinoma, breast	tissue
hsa-mir-1	carcinoma, endometrial	target
hsa-mir-1	carcinoma, hepatocellular	circulation
hsa-mir-1	carcinoma, hepatocellular	tissue
hsa-mir-1	carcinoma, nasopharyngeal	target
hsa-mir-1	carcinoma, renal cell	tissue
hsa-mir-1	cardiomegaly	epigenetics
hsa-mir-1	cardiomegaly	genetics
hsa-mir-1	cardiomegaly	target
hsa-mir-1	cardiomegaly	tissue
hsa-mir-1	cardiomyopathy, hypertrophic	genetics
hsa-mir-1	cardiomyopathy, hypertrophic	target
hsa-mir-1	chordoma	target
hsa-mir-1	colon neoplasms	target
hsa-mir-1	colorectal carcinoma	genetics
hsa-mir-1	colorectal carcinoma	target
hsa-mir-1	colorectal carcinoma	tissue
hsa-mir-1	coronary artery disease	genetics
hsa-mir-1	coronary artery disease	target
hsa-mir-1	diabetes mellitus	target
hsa-mir-1	diabetic cardiomyopathies	target
hsa-mir-1	endometriosis	tissue
hsa-mir-1	essential hypertension	circulation
hsa-mir-1	heart failure	circulation
